"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Utau * Tumbling Dice","Ecole","Reindeer","2004-08-26JP","✔","",""
"Utawarerumono: Chiriyukusha e no Komoriuta","Sting Entertainment","Aquaplus","2006-10-26JP","✔","",""
"V-Rally 3","Eden Studios","Infogrames","2002-06-21EU","✔","✔","✔"
"V.I.P.","Ubisoft","Ubisoft","2002-08-30EU","","✔",""
"Valkyrie Profile 2: Silmeria","tri-Ace","Square Enix","2006-06-22JP, KO","✔JP, KO","✔","✔"
"Vampire: Darkstalkers Collection","Capcom","Capcom","2005-05-19JP","✔","",""
"Vampire Night","Wow Entertainment","NamcoJP, NA, Sony Computer EntertainmentEU","2001-11-14NA","✔","✔","✔"
"Vampire Panic","Alfa System","Sammy Studios","2004-06-24JP","✔","",""
"Van Helsing","Saffire","Vivendi Universal Games","2004-05-06NA","✔","✔","✔"
"Vegas Casino 2","Phoenix Games","Phoenix Games","2005-03-25EU","","✔",""
"Velvet File Plus","SETA Corporation","SETA Corporation","2001-03-29JP","✔","",""
"Venus & Braves: Majo to Megami to Horobi no Yogen","Namco","Namco","2003-02-13JP","✔","",""
"Vexx","Acclaim Studios Austin","Acclaim Entertainment","2003-02-11NA","","✔","✔"
"Vib-Ripple","NanaOn-Sha","Sony Computer Entertainment","2004-05-27JP","✔","",""
"Victorious Boxers 2•Hajime no Ippo All StarsJP","Grandprix Inc.","ESP SoftwareJP, Empire InteractiveEU, NA","2004-12-28JP","✔","✔","✔"
"Victorious Boxers: Ippo's Road to Glory•Hajime no Ippo: Victorious BoxersJP","New Corporation","ESP SoftwareJP, Empire InteractiveEU, NA","2000-12-14NA","✔","✔","✔"
"Victory Wings: Zero Pilot Series","Opera House","Sammy Studios","2004-12-09JP","✔","",""
"Video Poker & Blackjack","System 3","Play It!","2004-11-26EU","","✔",""
"Vietcong Purple Haze","Coyote Games","Gathering of Developers","2004-09-15NA","","✔","✔"
"Vietnam: The Tet Offensive","Atomic Planet Entertainment","Oxygen Games","2005-03-25EU","","✔",""
"Viewtiful Joe•Viewtiful Joe: Arata naru KibouJP","Clover Studio","Capcom","2004-08-24NA","✔JP, KO","✔","✔"
"Viewtiful Joe 2•Viewtiful Joe 2: Black Film no NazoJP","Clover Studio","Capcom","2004-12-07NA","✔","✔","✔"
"Viorate no Atelier: Gramnad no Renkinjutsushi 2","Gust","Gust","2003-06-26JP","✔","",""
"Virtua Cop: Elite Edition•Virtua Cop Re-BirthJP","Sega-AM2","SegaJP, Acclaim EntertainmentEU","2002-08-15JP","✔","✔",""
"Virtua Fighter: 10th Anniversary","Sega-AM2","Enterbrain","2003-11-28JP","✔","",""
"Virtua Fighter 4","Sega-AM2","SegaJP, NA, Sony Computer EntertainmentEU","2002-01-31JP","✔","✔","✔"
"Virtua Fighter 4: Evolution","Sega-AM2","Sega","2003-03-13JP","✔JP, KO","✔","✔"
"Virtua Pro Football•World Football ClimaxJP","Sega","Sega","2006-06-01JP","✔","✔",""
"Virtua Quest•Virtua Fighter Cyber Generation: Judgment Six No YabouJP","Sega-AM2","Sega","2004-08-26JP","✔","","✔"
"Vitamin X","HuneX","D3 Publisher","2007-03-29JP","✔","",""
"Vitamin Z","HuneX","D3 Publisher","2009-03-26JP","✔","",""
"VM Japan","Falcom","Asmik Ace","2005-02-03JP","✔","",""
"Volleyball Challenge•Simple 2000 Series Vol. 41: The VolleyballJP","D3 Publisher","D3 PublisherJP, 505 Game StreetEU","2003-11-20JP","","✔",""
"Volleyball Xciting•Waku Waku Volley 2JP","Success","SuccessJP, AgetecEU","2003-01-30JP","✔","✔",""
"W Wish","PrincessSoft","PrincessSoft","2004-09-30JP","✔","",""
"Wacky Races: Starring Dastardly and Muttley","Infogrames","Infogrames","2001-06-29EU","","✔",""
"Wacky Races: Mad Motors","Blast! Entertainment","Blast! Entertainment","2007-06-21PAL","","✔",""
"Wacky Zoo GP","Phoenix Games","Phoenix Games","2007EU","","✔",""
"Waga Ryū o Miyo: Pride of the Dragon Peace","Sony Computer Entertainment","Sony Computer Entertainment","2004-10-28JP","✔","",""
"Wakeboarding Unleashed Featuring Shaun Murray","Shaba Games","Activision","2003-06-10NA","","✔","✔"
"WALL-E","Asobo Studio","THQ","2008-06-24NA","","✔","✔"
"Wallace & Gromit in Project Zoo","Frontier Developments","BAM! Entertainment","2003-10-03EU","","✔","✔"
"Wallace & Gromit: The Curse of the Were-Rabbit•Wallace to Gromit: Yasaibatake de Dai-Pinch!JP","Frontier Developments","Konami","2005-09-29NA","✔","✔","✔"
"Walt Disney's The Jungle Book: Rhythm N'Groove•Walt Disney's The Jungle Book: Groove PartyEU","Ubisoft Shanghai","Buena Vista Games","2003-02-04NA","","✔","✔"
"Wand of Fortune","Idea Factory","Idea Factory","2009-06-25JP","✔","",""
"Wand of Fortune: Mirai e no Prologue","Idea Factory","Idea Factory","2010-02-25JP","✔","",""
"Wandaba Style: Totsugeki! Mix Nama Juice•Simple 2000 Ultimate Series Vol. 11: Wandaba Style – Totsugeki! Mix Ki JuiceJP","HuneX","D3 Publisher","2003-08-28JP","✔","",""
"Wangan Midnight","Genki","Genki","2002-03-28JP","✔","",""
"War of the Monsters•Kaijuu Daigekisen: War of the MonstersJP","Incognito Entertainment","Sony Computer EntertainmentEU, NA, CapcomJP","2003-01-14NA","✔","✔","✔"
"WarChess","XS Games","XS Games","2005-01-01EU","","✔",""
"Warhammer 40,000: Fire Warrior","Kuju Entertainment","THQ","2003-09-26EU","","✔","✔"
"WarJetz•World Destruction League: WarJetzEU","3DO","3DO","2001-06-27NA","","✔","✔"
"The Warriors","Rockstar Toronto","Rockstar Games","2005-10-17NA","","✔","✔"
"Warriors of Might and Magic","3DO","3DOEU, NA, SuccessJP","2001-03-17NA","✔","✔","✔"
"Warriors Orochi•Musou OrochiJP, KO","Omega Force","Koei","2007-03-21JP","✔JP, KO","✔","✔"
"Warriors Orochi 2•Musou Orochi: Maou SairinJP","Omega Force","Koei","2008-04-03JP","✔","✔","✔"
"Warship Gunner 2•Warship Gunner 2: Koutetsu no HoukouJP","Micro Cabin","Koei","2006-02-23JP","✔","","✔"
"The Waterhorse: Legend of the Deep","Atomic Planet Entertainment","Blast! Entertainment","2008-03-14EU","","✔",""
"Wave Rally","Opus","Eidos Interactive","2001-11-26NA","✔","✔","✔"
"Way of the Samurai•SamuraiJP, KO","Acquire","SpikeJP, KO, BAM! EntertainmentNA, Eidos InteractiveEU","2002-02-07JP","✔JP, KO","✔","✔"
"Way of the Samurai 2•Samurai Dou 2: Way of the Samurai 2JP","Acquire","SpikeJP, KO, CapcomEU, NA","2003-10-09JP","✔","✔","✔"
"We Love Katamari•Minna Daisuki Katamari DamacyJP","Namco","NamcoJP, NA, Sony Computer EntertainmentKO, Electronic ArtsEU","2005-07-07JP","✔JP, KO","✔","✔"
"The Weakest Link","Traveller's Tales","Activision","2001-11-02EU","","✔",""
"WeAre*","KID","KID","2006-07-27JP","✔","",""
"Welcome to Universal Studios Japan","Konami","Konami","2003-09-18JP","✔","",""
"Wheel of Fortune","Artech Studios","Atari","2003-11-11NA","","","✔"
"Whiplash","Crystal Dynamics","Eidos Interactive","2003-11-18NA","","✔","✔"
"Whirl Tour","Papaya Studio","Crave EntertainmentNA, Vivendi Universal GamesEU","2002-11-25NA","","✔","✔"
"White Breath: Kizuna","KID","KID","2006-11-22JP","✔","",""
"White Clarity: And, the Tears Became You","PrincessSoft","PrincessSoft","2005-12-29JP","✔","",""
"White Princess the Second","KID","KID","2005-08-25JP","✔","",""
"White Van Racer","Phoenix Games","Phoenix Games","2007-02-09EU","","✔",""
"Whiteout","Vicarious Visions","Konami","2002-11-24NA","","✔","✔"
"Who Wants to Be a Millionaire 2nd Edition","Climax Solent","Eidos Interactive","2001-12-07EU","","✔",""
"Who Wants To Be A Millionaire: Party Edition","Climax Solent","Eidos Interactive","2006-11-24EU","","✔",""
"Wild Arms 3•Wild Arms Advanced 3rdJP","Media Vision","Sony Computer EntertainmentJP, NA, UbisoftEU","2002-03-14JP","✔","✔","✔"
"Wild Arms 4•Wild Arms: The 4th DetonatorJP","Media Vision","Sony Computer EntertainmentJP, Xseed GamesNA, 505 Game StreetEU","2005-03-24JP","✔","✔","✔"
"Wild Arms 5•Wild Arms: The Vth VanguardJP","Media Vision","Sony Computer EntertainmentJP, Xseed GamesNA, 505 Game StreetEU","2006-12-14JP","✔","✔","✔"
"Wild Arms Alter Code: F","Media Vision","Sony Computer EntertainmentJP, AgetecNA","2003-11-27JP","✔","","✔"
"Wild Water Adrenaline featuring Salomon•River Ride Adventure featuring SalomonJP","Indie Games","NobilisEU, Red EntertainmentJP","2006-03-03EU","✔","✔",""
"Wild Wild Racing","Rage Software","Interplay EntertainmentEU, NA, ImagineerJP","2000-09-14JP","✔","✔","✔"
"Will O' Wisp","Idea Factory","Idea Factory","2007-09-06JP","✔","",""
"Will O' Wisp: Easter no Kiseki","Idea Factory","Idea Factory","2008-10-09JP","✔","",""
"WinBack: Covert Operations•WinbackJP•Operation WinBackEU","Omega Force","KoeiJP, NA, Midas Interactive EntertainmentEU","2000-12-21JP","✔","✔","✔"
"WinBack 2: Project Poseidon•Operation WinBack 2: Project PoseidonJP","Cavia","Koei","2006-04-25NA","✔JP, KO","✔","✔"
"Wind: A Breath of Heart","HuneX","Alchemist","2003-12-18JP","✔","",""
"Winning Eleven: Pro Evolution Soccer 2007•World Soccer Winning Eleven 10JP, KO•Pro Evolution Soccer 6PAL","Konami","Konami","2006-04-27JP","✔JP, KO","✔","✔"
"Winning Eleven Tactics: European Club Soccer","Konami","Konami","2004-12-09JP","✔","",""
"Winning Post 4 Maximum","Koei","Koei","2000-09-28JP","✔","",""
"Winning Post 4 Maximum 2001","Koei","Koei","2001-03-22JP","✔","",""
"Winning Post 5","Koei","Koei","2001-12-22JP","✔","",""
"Winning Post 5 Maximum 2002","Koei","Koei","2002-09-19JP","✔","",""
"Winning Post 5 Maximum 2003","Koei","Koei","2003-05-29JP","✔","",""
"Winning Post 6","Koei","Koei","2003-08-28JP","✔","",""
"Winning Post 6 Maximum 2004","Koei","Koei","2004-05-20JP","✔","",""
"Winning Post 6: 2005 Nendoban","Koei","Koei","2005-02-24JP","✔","",""
"Winning Post 7","Koei","Koei","2005-08-25JP","✔","",""
"Winning Post 7 Maximum 2006","Koei","Koei","2006-03-16JP","✔","",""
"Winning Post 7 Maximum 2007","Koei","Koei","2007-03-29JP","✔","",""
"Winning Post 7 Maximum 2008","Koei","Koei","2008-03-13JP","✔","",""
"Winning Post Kouryaku Box","Koei","Koei","2004-06-24JP","✔","",""
"Winning Post World","Koei","Koei","2009-04-02JP","✔","",""
"Winning Post World 2010","Koei","Koei","2010-04-02JP","✔","",""
"Winter Sports","Oxygen Games","Oxygen Games","2006-02-09EU","","✔",""
"Winter Sports 2: The Next Challenge","49 Games","Conspiracy EntertainmentNA, RTLEU","2008-11-18NA","","✔","✔"
"Winter Sports 2008: The Ultimate Challenge","49 Games","Conspiracy EntertainmentNA, RTLEU","2007-11-30NA","","✔","✔"
"Winx Club","Konami","Konami","2006-03-17EU","","✔",""
"Wipeout Fusion","Studio Liverpool","Sony Computer EntertainmentEU, BAM! EntertainmentNA","2002-02-08EU","","✔","✔"
"Wipeout Pulse","Studio Liverpool","Sony Computer Entertainment","2009-06-19EU","","✔",""
"Without Warning","Circle Studio","Capcom","2005-10-28EU","","✔","✔"
"Wizardry Empire III: Haoh no Keifu","Starfish SD","Starfish SD","2003-12-25JP","✔","",""
"Wizardry Gaiden: Sentou no Kangoku","Taito","Taito","2006-08-03JP","✔","",""
"Wizardry Summoner","Taito","Taito","2005-04-21JP","✔","",""
"Wizardry: Tale of the Forsaken Land•Busin: Wizardry AlternativeJP","Racjin","AtlusJP, NA, UbisoftEU","2001-11-15JP","✔","✔","✔"
"Wizardry Xth 2: Unlimited Students – Mugen no Gakuto","MichaelSoft","MichaelSoft","2006-03-23JP","✔","",""
"Wizardry Xth: Academy of Frontier – Zensen no Gakufu","MichaelSoft","MichaelSoft","2005-02-24JP","✔","",""
"Women's Volleyball Championship•FIVB Volleyball World Cup: Venus EvolutionJP","Spike","SpikeJP, Agetec Inc.NA","2007-10-25JP","✔","","✔"
"Wonder Zone","Sony Music Entertainment","Sony Music Entertainment","2002-10-10JP","✔","",""
"Woody Woodpecker: Escape from Buzz Buzzard Park","EKO Software","Cryo InteractiveEU, Dreamcatcher InteractiveNA","2001-12-07EU","","✔","✔"
"wordimagesoundplay","Sony Music Entertainment","Sony Music Entertainment","2004-03-10JP","✔","",""
"World Championship Cards","Point of View","Crave Entertainment","2008-04-08NA","","","✔"
"World Championship Paintball","Coresoft","THQ","2008-01-07NA","","","✔"
"World Championship Poker","Coresoft","Crave EntertainmentNA, Play It!EU","2004-11-18NA","","✔","✔"
"World Championship Poker 2: Featuring Howard Lederer","Point of View","Crave EntertainmentNA, Oxygen GamesEU","2005-11-08NA","","✔","✔"
"World Championship Poker: Featuring Howard Lederer – All In","Point of View","Crave EntertainmentNA, Oxygen GamesEU","2006-08-29NA","","✔","✔"
"World Championship Pool 2004","Blade Interactive","Jaleco Entertainment","2004-04-27NA","","","✔"
"World Championship Rugby","Swordfish Studios","Acclaim Entertainment","2004-04EU","","✔",""
"World Championship Snooker 2002","Blade Interactive","Codemasters","2001-09-28EU","","✔",""
"World Championship Snooker 2003","Blade Interactive","Codemasters","2003-06-27EU","","✔",""
"World Championship Snooker 2004","Blade Interactive","Codemasters","2004-06-25EU","","✔",""
"World Destruction League: Thunder Tanks","3DO","3DO","2000-12-20NA","","✔","✔"
"World Fantasista","SquareSoft","SquareSoft","2002-06-06JP","✔","",""
"World Fighting•Simple 2000 Series Vol. 42: The Ishu Kakutou WazaJP","HuneX","D3 PublisherJP, 505 Game StreetEU","2003-12-18JP","✔","✔",""
"World Heroes Anthology•World Heroes GorgeousJP","SNK Playmore","SNK PlaymoreJP, NA, Ignition EntertainmentPAL","2007-10-18JP","✔","✔","✔"
"World of Outlaws: Sprint Cars 2002","Ratbag Games","InfogramesNA, Ignition EntertainmentEU","2002-03-26NA","","✔","✔"
"World Poker Tour","Coresoft","2K Sports","2005-10-18NA","","✔","✔"
"World Quiz 2009","Milestone Interactive","Sony Computer Entertainment","2009-08-03IN","","✔IN",""
"World Racing","Synetic","Synetic","2003-09-19EU","","✔",""
"World Racing 2","Evolved Games","Synetic","2006-01-27NA","","","✔"
"World Rally Championship•WRC: World Rally Championship – Sekai Rally SenshukenJP","Evolution Studios","Sony Computer EntertainmentEU, SpikeJP, BAM! EntertainmentNA","2001-11-30EU","✔","✔","✔"
"World Series Baseball 2K3","Blue Shift","Sega","2003-03-17NA","","","✔"
"World Series of Poker","Left Field Productions","Activision","2005-08-31NA","","✔","✔"
"World Series of Poker 2008: Battle for the Bracelets","Left Field Productions","Activision","2007-09-25NA","","✔","✔"
"World Series of Poker: Tournament of Champions","Left Field Productions","Activision","2006-09-21NA","","✔","✔"
"World Snooker Championship 2005","Blade Interactive","Sega","2005-04-15EU","","✔",""
"World Snooker Championship 2007","Blade Interactive","Sega","2007-01-12EU","","✔",""
"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen","Konami","Konami","2010-05-20JP","✔","",""
"World Soccer Winning Eleven 5 Final Evolution","Konami","Konami","2001-12-13JP","✔","",""
"World Soccer Winning Eleven 6 Final Evolution","Konami","Konami","2002-12-12JP","✔","",""
"World Soccer Winning Eleven 6 International•World Soccer Winning Eleven 6JP•Pro Evolution Soccer 2EU","Konami","Konami","2002-04-25JP","✔","✔","✔"
"World Soccer Winning Eleven 7","Konami","Konami","2003-08-07JP","✔","",""
"World Soccer Winning Eleven 7 International•Pro Evolution Soccer 3EU","Konami","Konami","2003-10-17EU","✔","✔","✔"
"World Soccer Winning Eleven 8 International•World Soccer Winning Eleven 8JP•Pro Evolution Soccer 4EU","Konami","Konami","2004-08-05JP","✔","✔","✔"
"World Soccer Winning Eleven 8: Liveware Evolution","Konami","Konami","2005-03-24JP","✔","",""
"World Soccer Winning Eleven 9•Pro Evolution Soccer 5JP","Konami","Konami","2005-08-04JP","✔JP, KO","✔","✔"
"World Super Police•Kousoku Kidoutai: World Super PoliceJP","Suzak Inc.","Jaleco Entertainment, Midas Interactive Entertainment","2005-11-03JP","✔","✔",""
"World Tank Museum For Game Toubu Sensen","Success","Success","2005-12-01JP","✔","",""
"World Tour Soccer 2002•This Is Football 2002EU•This Is Soccer 2002AU","London Studio","Sony Computer Entertainment","2001-09-28PAL","","✔","✔"
"World Tour Soccer 2003•This Is Football 2003EU•This Is Soccer 2003AU•This is Football: Soccer Sekai Senki 2003JP","London Studio","Sony Computer Entertainment","2002-10-04PAL","✔","✔","✔"
"World Tour Soccer 2005•This Is Football 2004EU","London Studio","Sony Computer Entertainment","2004-03-26EU","","✔","✔"
"World Tour Soccer 2006•This Is Football 2005EU","London Studio","Sony Computer Entertainment","2004-10-01NA","","✔","✔"
"World War Zero: Iron Storm","Rebellion Developments","Ubisoft","2004-08-06EU","","✔",""
"Worms 3D","Team17","SegaEU, Acclaim EntertainmentNA","2003-10-31EU","","✔","✔"
"Worms 4: Mayhem","Team17","Codemasters","2005-07-29EU","","✔",""
"Worms Blast","Team17","Ubisoft","2002-03-28EU","","✔","✔"
"Worms Forts: Under Siege","Team17","Sega","2004-11-19EU","","✔","✔"
"Wrath Unleashed","The Collective","LucasArts","2004-02-10NA","","✔","✔"
"WRC 3","Evolution Studios","Sony Computer EntertainmentEU, SpikeJP","2003-11-21EU","✔","✔",""
"WRC 4: FIA World Rally Championship","Evolution Studios","Sony Computer EntertainmentEU, SpikeJP","2004-10-22EU","✔","✔",""
"WRC II Extreme","Evolution Studios","Sony Computer EntertainmentEU, SpikeJP","2002-11-29EU","✔","✔",""
"WRC: Rally Evolved","Evolution Studios","Sony Computer Entertainment","2005-10-28EU","","✔",""
"Wreckless: The Yakuza Missions","Bunkasha","Activision","2002-11-13NA","","✔","✔"
"Wrestle Angels: Survivor","Success","Success","2006-08-24JP","✔","",""
"Wrestle Angels: Survivor 2","Success","Tryfirst","2008-11-06JP","✔","",""
"Wrestle Kingdom","Yuke's","Yuke's","2006-07-20JP","✔","",""
"Wrestle Kingdom 2: Pro Wrestling Sekai Taisen","Yuke's","Yuke's","2007-05-10JP","✔","",""
"WSC REAL 08: World Snooker Championship","Blade Interactive","Koch Media","2008-07-04EU","✔","",""
"WTA Tour Tennis","Konami","Konami","2001-09-27JP","✔","✔","✔"
"WWC: World Wrestling Championship","Phoenix Games","Phoenix Games","2006EU","","✔",""
"WWE All Stars","Subdued Software","THQ","2011-03-29NA","","✔","✔"
"WWE Crush Hour","Pacific Coast Power & Light","THQ","2003-03-17NA","","✔","✔"
"WWE SmackDown! Here Comes The Pain•Exciting Pro Wrestling 5JP","Yuke's","THQEU, NA, Yuke'sJP","2003-10-27NA","✔","✔","✔"
"WWE SmackDown! Shut Your Mouth•Exciting Pro Wrestling 4JP","Yuke's","THQEU, NA, Yuke'sJP","2002-10-31NA","✔","✔","✔"
"WWE SmackDown! vs. RAW•Exciting Pro Wrestling 6: SmackDown! vs. RawJP","Yuke's","THQEU, NA, Yuke'sJP","2004-11-02NA","✔","✔","✔"
"WWE SmackDown! vs. RAW 2006•Exciting Pro Wrestling 7: SmackDown! vs. Raw 2006JP","Yuke's","THQEU, NA, Yuke'sJP","2005-11-11EU","✔JP, KO","✔","✔"
"WWE SmackDown vs. Raw 2007","Yuke's","THQ","2006-11-10EU","✔","✔","✔"
"WWE SmackDown vs. Raw 2008","Yuke's","THQ","2007-11-09EU","✔JP, KO","✔","✔"
"WWE Smackdown vs. Raw 2009","Yuke's","THQ","2008-11-06AU","","✔","✔"
"WWE SmackDown vs. Raw 2010","Yuke's","THQ","2009-10-20NA","","✔","✔"
"WWE SmackDown vs. Raw 2011","Yuke's","THQ","2010-10-26NA","","✔","✔"
"WWF SmackDown! Just Bring It•Exciting Pro Wrestling 3JP","Yuke's","THQEU, NA, Yuke'sJP","2001-11-16EU","✔","✔","✔"
"WWI: Aces of the Sky","NAPS team","Midas Interactive Entertainment","2006-09-01EU","","✔",""
"WWII: Battle Over Europe","Midas Interactive Entertainment","Midas Interactive Entertainment","2007-10-19EU","","✔",""
"WWII: Battle Over The Pacific","Midas Interactive Entertainment","Midas Interactive Entertainment","2006-09-29EU","","✔",""
"WWII: Soldier","Midas Interactive Entertainment","Midas Interactive Entertainment","2005-11-11EU","","✔",""
"WWII: Tank Battles","Midas Interactive Entertainment","Midas Interactive Entertainment","2006-04-28EU","","✔",""
"X2: Wolverine's Revenge","GenePool Software","Activision","2003-04-14NA","","✔","✔"
